route_name,ref_number,highway_type,distance_km,distance_category,quality_score,corridor_relevance,eHDT_suitability,is_major_highway,state_classification,key_waypoints,start_lat,start_lon,end_lat,end_lon,lanes,maxspeed,surface,toll,access
Doctor B R Ambedkar Veedhi,,primary,0.04,Short (<100km),69.79,0.9917,Good,True,TN_to_KA,No major waypoints identified,12.9766,77.5887,12.9764,77.5884,,,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.89,Short (<100km),69.79,0.9917,Good,True,TN_to_KA,No major waypoints identified,12.9819,77.5948,12.9766,77.5887,3.0,,concrete,,
Doctor B R Ambedkar Veedhi,,primary,0.04,Short (<100km),69.79,0.9915,Good,True,TN_to_KA,No major waypoints identified,12.9765,77.5883,12.9767,77.5887,2.0,,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.01,Short (<100km),69.79,0.9915,Good,True,TN_to_KA,No major waypoints identified,12.9764,77.5884,12.9764,77.5883,,,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.03,Short (<100km),69.79,0.9915,Good,True,TN_to_KA,No major waypoints identified,12.9764,77.5883,12.9763,77.5881,,,asphalt,,
Nrupatunga Road,,primary,0.08,Short (<100km),69.79,0.9914,Good,True,TN_to_KA,No major waypoints identified,12.9685,77.5873,12.9678,77.5876,4.0,,asphalt,,
Nrupatunga Road,,primary,0.55,Short (<100km),69.79,0.9914,Good,True,TN_to_KA,No major waypoints identified,12.9733,77.5866,12.9685,77.5873,4.0,,concrete,,
Hudson Circle,,primary,0.05,Short (<100km),69.79,0.9914,Good,True,TN_to_KA,No major waypoints identified,12.9675,77.5874,12.9678,77.5876,,,asphalt,,
Ballari Road,NH44,trunk,0.23,Short (<100km),69.79,0.7917,Good,True,TN_to_KA,No major waypoints identified,13.2016,77.6621,13.2005,77.6604,3.0,80.0,asphalt,yes,
Grand Southern Trunk Road,NH32,trunk,0.08,Short (<100km),69.79,0.7916,Good,True,Within_TN,No major waypoints identified,12.9122,80.1015,12.9114,80.1014,2.0,,,,
Ballari Road,NH44,trunk,0.2,Short (<100km),69.79,0.7916,Good,True,TN_to_KA,No major waypoints identified,13.2006,77.6604,13.2016,77.6619,3.0,80.0,asphalt,yes,
Grand Southern Trunk Road,NH32,trunk,0.07,Short (<100km),69.79,0.7916,Good,True,Within_TN,No major waypoints identified,12.9116,80.1013,12.9122,80.1014,2.0,,,,
Doctor B R Ambedkar Veedhi,,primary,0.11,Short (<100km),69.78,0.9914,Good,True,TN_to_KA,No major waypoints identified,12.976,77.5874,12.9765,77.5883,3.0,,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.09,Short (<100km),69.78,0.9913,Good,True,TN_to_KA,No major waypoints identified,12.9763,77.5881,12.9758,77.5874,,,asphalt,,
Richmond Circle Flyover,,primary,0.02,Short (<100km),69.78,0.9913,Good,True,TN_to_KA,No major waypoints identified,12.9652,77.5995,12.9652,77.5993,,,asphalt,,
Richmond Road,,primary,0.17,Short (<100km),69.78,0.9912,Good,True,TN_to_KA,No major waypoints identified,12.9654,77.601,12.9652,77.5995,3.0,40.0,asphalt,,
Nrupatunga Road,,primary,0.08,Short (<100km),69.78,0.9912,Good,True,TN_to_KA,No major waypoints identified,12.9741,77.5866,12.9733,77.5866,4.0,,concrete,,
Hudson Circle,,primary,0.07,Short (<100km),69.78,0.9911,Good,True,TN_to_KA,No major waypoints identified,12.9668,77.5879,12.967,77.5874,,,asphalt,,
JC Road,,primary,0.19,Short (<100km),69.78,0.9911,Good,True,TN_to_KA,No major waypoints identified,12.9668,77.5879,12.9655,77.5868,5.0,,asphalt,,
Richmond Circle Flyover,,primary,0.2,Short (<100km),69.78,0.9911,Good,True,TN_to_KA,No major waypoints identified,12.9624,77.5948,12.9636,77.5961,2.0,30.0,asphalt,,
Hudson Circle,,primary,0.05,Short (<100km),69.78,0.991,Good,True,TN_to_KA,No major waypoints identified,12.967,77.5874,12.9675,77.5874,,,asphalt,,
Kempegowda Road,,primary,0.86,Short (<100km),69.78,0.991,Good,True,TN_to_KA,No major waypoints identified,12.9675,77.5874,12.9728,77.5817,4.0,,asphalt,,
Grand Southern Trunk Road,NH32,trunk,0.39,Short (<100km),69.78,0.7912,Good,True,Within_TN,No major waypoints identified,12.9093,80.0988,12.9116,80.1013,2.0,,asphalt,,
Grand Southern Trunk Road,NH32,trunk,0.95,Short (<100km),69.78,0.7912,Good,True,Within_TN,No major waypoints identified,12.9114,80.1014,12.9053,80.0956,2.0,,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,0.02,Short (<100km),69.78,0.5911,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.017,78.2308,13.017,78.2306,2.0,,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,0.55,Short (<100km),69.78,0.591,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.0173,78.2358,13.017,78.2308,2.0,120.0,asphalt,,
Nrupatunga Road,,primary,0.05,Short (<100km),69.77,0.9909,Good,True,TN_to_KA,No major waypoints identified,12.9745,77.5867,12.9741,77.5866,4.0,,concrete,,
Richmond Circle Flyover,,primary,0.21,Short (<100km),69.77,0.9909,Good,True,TN_to_KA,No major waypoints identified,12.9634,77.5961,12.9622,77.5946,,30.0,,,
Nrupatunga Road,,primary,0.07,Short (<100km),69.77,0.9909,Good,True,TN_to_KA,No major waypoints identified,12.9751,77.5869,12.9745,77.5867,4.0,,concrete,,
Nrupatunga Road,,primary,0.07,Short (<100km),69.77,0.9909,Good,True,TN_to_KA,No major waypoints identified,12.9757,77.5872,12.9751,77.5869,4.0,,asphalt,,
JC Road,,primary,0.14,Short (<100km),69.77,0.9908,Good,True,TN_to_KA,No major waypoints identified,12.966,77.5868,12.967,77.5874,,,asphalt,,
Krishna Rajendra Circle,,primary,0.01,Short (<100km),69.77,0.9906,Good,True,TN_to_KA,No major waypoints identified,12.9761,77.587,12.976,77.5871,,,asphalt,,
Sheshadri Road,,primary,0.1,Short (<100km),69.77,0.9906,Good,True,TN_to_KA,No major waypoints identified,12.9759,77.587,12.9765,77.5863,2.0,,concrete,,
Dabaspete - Hosur Highway,NH648,trunk,0.12,Short (<100km),69.77,0.7907,Good,True,TN_to_KA,HOSUR,12.895,77.8262,12.8943,77.8254,2.0,,asphalt,,
Ballari Road,NH44,trunk,0.68,Short (<100km),69.77,0.7907,Good,True,TN_to_KA,No major waypoints identified,13.2055,77.667,13.2016,77.6621,3.0,80.0,asphalt,yes,
Ballari Road,NH44,trunk,0.28,Short (<100km),69.77,0.7907,Good,True,TN_to_KA,No major waypoints identified,13.2016,77.6619,13.203,77.6642,3.0,80.0,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,0.02,Short (<100km),69.77,0.591,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.0173,78.2308,13.0173,78.231,2.0,,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,0.53,Short (<100km),69.77,0.5909,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.0173,78.231,13.0175,78.2359,2.0,,asphalt,,
Sheshadri Road,,primary,0.05,Short (<100km),69.76,0.9905,Good,True,TN_to_KA,No major waypoints identified,12.9764,77.5867,12.9761,77.587,4.0,,concrete,,
Richmond Road,,primary,0.63,Short (<100km),69.76,0.9903,Good,True,TN_to_KA,No major waypoints identified,12.9662,77.6067,12.9654,77.601,3.0,40.0,asphalt,,
Dabaspete - Hosur Highway,NH648,trunk,6.7,Short (<100km),69.76,0.7904,Good,True,TN_to_KA,HOSUR,12.9096,77.8631,12.895,77.8262,2.0,,asphalt,,
Mission Road,,primary,0.02,Short (<100km),69.75,0.9901,Good,True,TN_to_KA,No major waypoints identified,12.9626,77.5952,12.9624,77.595,,20.0,asphalt,,
Mission Road,,primary,0.01,Short (<100km),69.75,0.99,Good,True,TN_to_KA,No major waypoints identified,12.9625,77.5948,12.9625,77.5949,,,,,
Mission Road,,primary,0.02,Short (<100km),69.75,0.99,Good,True,TN_to_KA,No major waypoints identified,12.9624,77.5947,12.9625,77.5948,,,,,
Sheshadri Road,,primary,0.09,Short (<100km),69.75,0.99,Good,True,TN_to_KA,No major waypoints identified,12.9769,77.586,12.9764,77.5867,4.0,,concrete,,
Kengal Hanumanthaiah Road,,primary,0.05,Short (<100km),69.75,0.9899,Good,True,TN_to_KA,No major waypoints identified,12.9624,77.595,12.9622,77.5947,,,,,
Kalinga Rao Road,,primary,0.02,Short (<100km),69.75,0.9899,Good,True,TN_to_KA,No major waypoints identified,12.9624,77.5947,12.9622,77.5947,,,,,
Mission Road,,primary,0.02,Short (<100km),69.75,0.9899,Good,True,TN_to_KA,No major waypoints identified,12.9623,77.5945,12.9624,77.5947,,,asphalt,,
Richmond Circle Flyover,,primary,0.28,Short (<100km),69.75,0.9899,Good,True,TN_to_KA,No major waypoints identified,12.9624,77.5922,12.9624,77.5948,,30.0,asphalt,,
Richmond Circle Flyover,,primary,0.34,Short (<100km),69.75,0.9899,Good,True,TN_to_KA,No major waypoints identified,12.9596,77.5935,12.9624,77.5948,1.0,30.0,asphalt,,
Kengal Hanumanthaiah Road,,primary,0.02,Short (<100km),69.75,0.9899,Good,True,TN_to_KA,No major waypoints identified,12.9622,77.5945,12.9623,77.5945,2.0,,asphalt,,
Mission Road,,primary,0.09,Short (<100km),69.75,0.9899,Good,True,TN_to_KA,No major waypoints identified,12.9623,77.5937,12.9623,77.5945,,,,,
Old Madras Road,NH75,trunk,0.04,Short (<100km),69.75,0.7901,Good,True,TN_to_KA,No major waypoints identified,13.0799,77.8131,13.0801,77.8134,4.0,,asphalt,,
Bangalore - Mangalore Highway,NH75,trunk,0.01,Short (<100km),69.75,0.79,Good,True,TN_to_KA,BANGALORE,13.098,77.3861,13.0979,77.386,2.0,80.0,asphalt,,
Bangalore - Mangalore Highway,NH75,trunk,0.1,Short (<100km),69.75,0.7899,Good,True,TN_to_KA,BANGALORE,13.0979,77.386,13.0975,77.3852,2.0,80.0,asphalt,,
Old Madras Road,NH75,trunk,0.1,Short (<100km),69.75,0.7899,Good,True,TN_to_KA,No major waypoints identified,13.0801,77.8134,13.0806,77.8142,4.0,,asphalt,,
Bangalore - Mangalore Highway,NH75,trunk,0.04,Short (<100km),69.75,0.7899,Good,True,TN_to_KA,BANGALORE,13.0979,77.3857,13.0981,77.386,2.0,80.0,asphalt,,
Mission Road,,primary,0.47,Short (<100km),69.74,0.9897,Good,True,TN_to_KA,No major waypoints identified,12.963,77.5895,12.9623,77.5937,,,asphalt,,
Richmond Circle Flyover,,primary,0.32,Short (<100km),69.74,0.9897,Good,True,TN_to_KA,No major waypoints identified,12.9622,77.5946,12.9596,77.5936,,30.0,,,
Mission Road,,primary,0.02,Short (<100km),69.74,0.9897,Good,True,TN_to_KA,No major waypoints identified,12.9622,77.5947,12.9622,77.5945,,,,,
Kengal Hanumanthaiah Road,,primary,0.16,Short (<100km),69.74,0.9897,Good,True,TN_to_KA,No major waypoints identified,12.9622,77.5947,12.9608,77.5941,,,asphalt,,
Kengal Hanumanthaiah Road,,primary,0.26,Short (<100km),69.74,0.9897,Good,True,TN_to_KA,No major waypoints identified,12.96,77.5936,12.9622,77.5945,2.0,,asphalt,,
Mission Road,,primary,0.5,Short (<100km),69.74,0.9897,Good,True,TN_to_KA,No major waypoints identified,12.9622,77.5945,12.9625,77.5899,,,asphalt,,
Richmond Circle Flyover,,primary,0.02,Short (<100km),69.74,0.9897,Good,True,TN_to_KA,No major waypoints identified,12.9625,77.5921,12.9624,77.5922,,,,,
Sheshadri Road,,primary,0.22,Short (<100km),69.74,0.9896,Good,True,TN_to_KA,No major waypoints identified,12.9765,77.5863,12.9777,77.5847,2.0,,concrete,,
JC Road,,primary,0.04,Short (<100km),69.74,0.9896,Good,True,TN_to_KA,No major waypoints identified,12.9656,77.5867,12.966,77.5868,,,,,
Mission Road,,primary,0.09,Short (<100km),69.74,0.9895,Good,True,TN_to_KA,No major waypoints identified,12.9649,77.5875,12.9644,77.5881,,,asphalt,,
Mission Road,,primary,0.17,Short (<100km),69.74,0.9895,Good,True,TN_to_KA,No major waypoints identified,12.9644,77.5881,12.9633,77.5892,3.0,,asphalt,,
Mission Road,,primary,0.1,Short (<100km),69.74,0.9894,Good,True,TN_to_KA,No major waypoints identified,12.9655,77.5868,12.9649,77.5875,,,asphalt,,
Bangalore Mangalore Highway,NH75,trunk,1.35,Short (<100km),69.74,0.7898,Good,True,TN_to_KA,BANGALORE,13.0902,77.3766,13.0979,77.3857,2.0,80.0,asphalt,,
Bangalore - Mangalore Highway,NH75,trunk,1.15,Short (<100km),69.74,0.7896,Good,True,TN_to_KA,BANGALORE,13.0975,77.3852,13.0911,77.3772,2.0,80.0,asphalt,,
Cubbon Road,,primary,0.07,Short (<100km),69.73,0.9894,Good,True,TN_to_KA,No major waypoints identified,12.9807,77.598,12.9809,77.5974,4.0,,asphalt,,
Cubbon Road,,primary,0.5,Short (<100km),69.73,0.9894,Good,True,TN_to_KA,No major waypoints identified,12.9792,77.6024,12.9807,77.598,2.0,,asphalt,,
Cubbon Road,,primary,0.04,Short (<100km),69.73,0.9894,Good,True,TN_to_KA,No major waypoints identified,12.9809,77.5974,12.981,77.5971,,,asphalt,,
Cubbon Road,,primary,0.09,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.981,77.5971,12.9813,77.5963,3.0,,asphalt,,
Cubbon Road,,primary,0.1,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.981,77.5975,12.9806,77.5984,2.0,,asphalt,,
Cubbon Road,,primary,0.29,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.9806,77.5984,12.9798,77.6009,3.0,,asphalt,,
JC Road,,primary,0.25,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.9655,77.5868,12.9638,77.5852,2.0,,asphalt,,
Cubbon Road,,primary,0.03,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.9811,77.5973,12.981,77.5975,,,asphalt,,
Wall Tax Road,SHU87,primary,0.12,Short (<100km),69.73,0.9893,Good,True,Within_TN,No major waypoints identified,13.0925,80.2753,13.0914,80.2753,,,,,
Mission Road,,primary,0.05,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.9633,77.5892,12.963,77.5895,,,asphalt,,
JC Road,,primary,0.04,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.9653,77.5865,12.9656,77.5867,,,asphalt,,
Queen's Road,,primary,0.11,Short (<100km),69.73,0.9893,Good,True,TN_to_KA,No major waypoints identified,12.982,77.597,12.9811,77.5973,,,asphalt,,
Cubbon Road,,primary,0.04,Short (<100km),69.73,0.9892,Good,True,TN_to_KA,No major waypoints identified,12.9813,77.5963,12.9815,77.5959,,,asphalt,,
Mission Road,,primary,0.07,Short (<100km),69.73,0.9892,Good,True,TN_to_KA,No major waypoints identified,12.9625,77.5899,12.9628,77.5899,,,,,
Raj Bhavan Road,,primary,0.13,Short (<100km),69.73,0.9891,Good,True,TN_to_KA,No major waypoints identified,12.9815,77.5959,12.9819,77.5948,3.0,,asphalt,,
Sheshadri Road,,primary,0.05,Short (<100km),69.73,0.9891,Good,True,TN_to_KA,No major waypoints identified,12.9772,77.5855,12.9769,77.586,4.0,,concrete,,
Residency Road,,primary,0.15,Short (<100km),69.73,0.989,Good,True,TN_to_KA,No major waypoints identified,12.9709,77.6048,12.9715,77.6061,3.0,40.0,asphalt,,
Ballari Road,NH44,trunk,0.53,Short (<100km),69.73,0.7893,Good,True,TN_to_KA,No major waypoints identified,13.203,77.6642,13.2063,77.6676,5.0,80.0,asphalt,,
Old Madras Road,NH75,trunk,1.55,Short (<100km),69.73,0.7893,Good,True,TN_to_KA,No major waypoints identified,13.0806,77.8142,13.0866,77.8267,3.0,,asphalt,,
Old Madras Road,NH75,trunk,0.07,Short (<100km),69.73,0.7892,Good,True,TN_to_KA,No major waypoints identified,13.0808,77.8148,13.0804,77.8143,4.0,,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,0.01,Short (<100km),69.73,0.5891,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.0173,78.236,13.0173,78.2358,2.0,,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,0.01,Short (<100km),69.73,0.5891,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.0175,78.2359,13.0175,78.236,2.0,,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,2.06,Short (<100km),69.73,0.5891,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.0149,78.2547,13.0173,78.236,2.0,,asphalt,,
Bengaluru - Chennai Expressway,NE7,motorway,2.07,Short (<100km),69.73,0.589,Good,True,TN_to_KA,"CHENNAI, BENGALURU",13.0175,78.236,13.0151,78.2547,2.0,,asphalt,,
JC Road,,primary,0.2,Short (<100km),69.72,0.9889,Good,True,TN_to_KA,No major waypoints identified,12.964,77.5853,12.9653,77.5865,,,asphalt,,
Muthuswamy Road,SHU86,primary,0.08,Short (<100km),69.72,0.9889,Good,True,Within_TN,No major waypoints identified,13.0816,80.281,13.0823,80.2812,,,,,
Muthuswamy Bridge,SHU86,primary,0.15,Short (<100km),69.72,0.9889,Good,True,Within_TN,No major waypoints identified,13.0803,80.2808,13.0816,80.281,,,,,
Muthuswamy Bridge,SHU88,primary,0.16,Short (<100km),69.72,0.9888,Good,True,Within_TN,No major waypoints identified,13.0792,80.2818,13.0803,80.2808,,,,,
Muthuswamy Road,SHU86,primary,0.11,Short (<100km),69.72,0.9888,Good,True,Within_TN,No major waypoints identified,13.0823,80.2818,13.0815,80.2811,,,,,
Muthuswamy Bridge,SHU86,primary,0.14,Short (<100km),69.72,0.9888,Good,True,Within_TN,No major waypoints identified,13.0815,80.2811,13.0803,80.2809,,,,,
General Hospital Road,SHU86,primary,0.07,Short (<100km),69.72,0.9888,Good,True,Within_TN,No major waypoints identified,13.0823,80.2818,13.0823,80.2812,,,,,
Raj Bhavan Road,,primary,0.02,Short (<100km),69.72,0.9888,Good,True,TN_to_KA,No major waypoints identified,12.9819,77.5948,12.9819,77.5946,2.0,,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.04,Short (<100km),69.72,0.9888,Good,True,TN_to_KA,No major waypoints identified,12.9821,77.595,12.9819,77.5948,,,asphalt,,
Muthuswamy Bridge,SHU88,primary,0.16,Short (<100km),69.72,0.9888,Good,True,Within_TN,No major waypoints identified,13.0803,80.2809,13.0793,80.2819,,,,,
Cubbon Road,,primary,0.17,Short (<100km),69.72,0.9887,Good,True,TN_to_KA,No major waypoints identified,12.9798,77.6009,12.9793,77.6024,3.0,,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.03,Short (<100km),69.72,0.9887,Good,True,TN_to_KA,No major waypoints identified,12.9819,77.5946,12.9821,77.5948,3.0,,concrete,,
Raj Bhavan Road,,primary,0.74,Short (<100km),69.72,0.9887,Good,True,TN_to_KA,No major waypoints identified,12.9819,77.5946,12.9846,77.5885,3.0,30.0,asphalt,,
Muthuswamy Road,SHU86,primary,0.07,Short (<100km),69.72,0.9887,Good,True,Within_TN,No major waypoints identified,13.0818,80.2812,13.0823,80.2816,,,,,
Perungalathur Maempalam,,trunk,0.06,Short (<100km),69.72,0.7889,Good,True,Within_TN,No major waypoints identified,12.909,80.0983,12.9093,80.0988,2.0,30.0,asphalt,,
Grand Southern Trunk Road,NH32,trunk,0.91,Short (<100km),69.72,0.7889,Good,True,Within_TN,No major waypoints identified,12.9029,80.0936,12.9093,80.0988,2.0,,asphalt,,
Old Madras Road,NH75,trunk,0.07,Short (<100km),69.72,0.7888,Good,True,TN_to_KA,No major waypoints identified,13.0812,77.8154,13.0808,77.8148,4.0,,asphalt,,
Sheshadri Road,,primary,0.13,Short (<100km),69.71,0.9885,Good,True,TN_to_KA,No major waypoints identified,12.9778,77.5846,12.9772,77.5855,4.0,,concrete,,
Anna Salai,SHU88,primary,0.05,Short (<100km),69.71,0.9885,Good,True,Within_TN,No major waypoints identified,13.0738,80.2765,13.0741,80.2769,,,,,
Anna Salai,SHU88,primary,0.71,Short (<100km),69.71,0.9885,Good,True,Within_TN,No major waypoints identified,13.0741,80.2769,13.0785,80.2815,,,,,
Doctor B R Ambedkar Veedhi,,primary,0.15,Short (<100km),69.71,0.9885,Good,True,TN_to_KA,No major waypoints identified,12.9821,77.5948,12.9832,77.5957,2.0,,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.14,Short (<100km),69.71,0.9885,Good,True,TN_to_KA,No major waypoints identified,12.9831,77.5958,12.9821,77.595,2.0,,asphalt,,
Anna Salai,SHU88,primary,0.04,Short (<100km),69.71,0.9884,Good,True,Within_TN,No major waypoints identified,13.0735,80.2762,13.0738,80.2765,,,,,
Anna Salai,SHU88,primary,0.11,Short (<100km),69.71,0.9883,Good,True,Within_TN,No major waypoints identified,13.0728,80.2755,13.0735,80.2762,,,,,
Queen's Road,,primary,0.01,Short (<100km),69.71,0.9883,Good,True,TN_to_KA,No major waypoints identified,12.9821,77.5971,12.982,77.597,,,asphalt,,
Muthuswamy Road,SHU86,primary,0.01,Short (<100km),69.71,0.9883,Good,True,Within_TN,No major waypoints identified,13.0823,80.2816,13.0824,80.2817,,,,,
Wall Tax Road,SHU87,primary,1.06,Short (<100km),69.71,0.9882,Good,True,Within_TN,No major waypoints identified,13.1019,80.2745,13.0925,80.2753,,,,,
Anna Salai,SHU88,primary,0.13,Short (<100km),69.71,0.9882,Good,True,Within_TN,No major waypoints identified,13.0736,80.2765,13.0728,80.2756,,,,,
Anna Salai,SHU88,primary,0.78,Short (<100km),69.71,0.9882,Good,True,Within_TN,No major waypoints identified,13.0785,80.2816,13.0736,80.2765,,,,,
General Hospital Road,SHU86,primary,0.01,Short (<100km),69.71,0.9882,Good,True,Within_TN,No major waypoints identified,13.0824,80.2817,13.0823,80.2818,,,,,
Muthuswamy Road,NH4,primary,0.37,Short (<100km),69.71,0.9882,Good,True,Within_TN,No major waypoints identified,13.0824,80.2817,13.085,80.2837,,,,,
Cubbon Road,,primary,0.01,Short (<100km),69.71,0.9882,Good,True,TN_to_KA,No major waypoints identified,12.9792,77.6025,12.9792,77.6024,3.0,,asphalt,,
Perungalathur Maempalam,,trunk,0.05,Short (<100km),69.71,0.7886,Good,True,Within_TN,No major waypoints identified,12.9087,80.0979,12.909,80.0983,2.0,30.0,asphalt,,
Perungalathur Flyover,,trunk,0.04,Short (<100km),69.71,0.7885,Good,True,Within_TN,No major waypoints identified,12.9088,80.0985,12.9085,80.0983,,,,,
Old Madras Road,NH75,trunk,0.6,Short (<100km),69.71,0.7884,Good,True,TN_to_KA,No major waypoints identified,13.0836,77.8203,13.0812,77.8154,3.0,80.0,asphalt,,
Perungalathur Flyover,,trunk,0.08,Short (<100km),69.71,0.7883,Good,True,Within_TN,No major waypoints identified,12.9085,80.0983,12.908,80.0978,,,,,
Perungalathur Maempalam,,trunk,0.14,Short (<100km),69.71,0.7882,Good,True,Within_TN,No major waypoints identified,12.9077,80.0972,12.9087,80.0979,2.0,30.0,asphalt,,
Kengal Hanumanthaiah Road,,primary,0.16,Short (<100km),69.7,0.9882,Good,True,TN_to_KA,No major waypoints identified,12.9608,77.5941,12.9595,77.5936,,,asphalt,,
Queen's Road,,primary,0.07,Short (<100km),69.7,0.9882,Good,True,TN_to_KA,No major waypoints identified,12.9827,77.5972,12.9821,77.5971,3.0,,asphalt,,
Cubbon Road,,primary,0.38,Short (<100km),69.7,0.9881,Good,True,TN_to_KA,No major waypoints identified,12.9781,77.6059,12.9792,77.6025,3.0,,asphalt,,
Muthuswamy Road,NH4,primary,0.45,Short (<100km),69.7,0.9881,Good,True,Within_TN,No major waypoints identified,13.0853,80.2844,13.0823,80.2818,,,,,
Cubbon Road,,primary,0.01,Short (<100km),69.7,0.9881,Good,True,TN_to_KA,No major waypoints identified,12.9793,77.6024,12.9793,77.6025,3.0,,asphalt,,
Periyar Bridge,SHU88,primary,0.13,Short (<100km),69.7,0.9881,Good,True,Within_TN,No major waypoints identified,13.072,80.2746,13.0728,80.2755,,,,,
Cubbon Road,,primary,0.1,Short (<100km),69.7,0.988,Good,True,TN_to_KA,No major waypoints identified,12.9793,77.6025,12.979,77.6035,3.0,,asphalt,,
Periyar Bridge,SHU88,primary,0.13,Short (<100km),69.7,0.9879,Good,True,Within_TN,No major waypoints identified,13.0728,80.2756,13.072,80.2747,,,,,
Perungalathur Flyover,,trunk,0.24,Short (<100km),69.7,0.7878,Good,True,Within_TN,No major waypoints identified,12.908,80.0978,12.9063,80.0965,,,,,
Residency Road,,primary,0.11,Short (<100km),69.69,0.9877,Good,True,TN_to_KA,No major waypoints identified,12.9715,77.6061,12.9719,77.607,,40.0,asphalt,,
Anna Salai (Mount Road),SHU88,primary,0.06,Short (<100km),69.69,0.9876,Good,True,Within_TN,No major waypoints identified,13.0717,80.2743,13.072,80.2746,,,,,
Queen's Road,,primary,0.1,Short (<100km),69.69,0.9875,Good,True,TN_to_KA,No major waypoints identified,12.9836,77.5971,12.9827,77.5972,3.0,,asphalt,,
Infantry Road,,primary,0.15,Short (<100km),69.69,0.9875,Good,True,TN_to_KA,No major waypoints identified,12.9832,77.5959,12.9827,77.5972,2.0,,asphalt,,
Quaid-e-Milleth Bridge,SHU88,primary,0.05,Short (<100km),69.69,0.9875,Good,True,Within_TN,No major waypoints identified,13.0785,80.2815,13.0788,80.2819,,,,,
Cubbon Road,,primary,0.28,Short (<100km),69.69,0.9875,Good,True,TN_to_KA,No major waypoints identified,12.979,77.6035,12.9782,77.6059,3.0,,asphalt,,
Muthuswamy Road,SHU88,primary,0.02,Short (<100km),69.69,0.9875,Good,True,Within_TN,No major waypoints identified,13.0791,80.2819,13.0792,80.2818,,,,,
Anna Salai (Mount Road),SHU88,primary,0.51,Short (<100km),69.69,0.9875,Good,True,Within_TN,No major waypoints identified,13.072,80.2747,13.0684,80.2719,,,,,
Sheshadri Road,,primary,0.02,Short (<100km),69.69,0.9875,Good,True,TN_to_KA,No major waypoints identified,12.9777,77.5847,12.9777,77.5846,2.0,,concrete,,
Muthuswamy Road,SHU88,primary,0.02,Short (<100km),69.69,0.9875,Good,True,Within_TN,No major waypoints identified,13.0793,80.2819,13.0791,80.282,,,,,
Quaid-e-Milleth Bridge,SHU88,primary,0.05,Short (<100km),69.69,0.9874,Good,True,Within_TN,No major waypoints identified,13.0788,80.2819,13.0785,80.2816,,,,,
Kanakapura Road,NH948,trunk,0.42,Short (<100km),69.69,0.7875,Good,True,TN_to_KA,No major waypoints identified,12.7529,77.4845,12.7495,77.4863,2.0,50.0,asphalt,,
Kanakapura Road,NH948,trunk,0.16,Short (<100km),69.69,0.7874,Good,True,TN_to_KA,No major waypoints identified,12.7515,77.485,12.7529,77.4844,3.0,50.0,asphalt,,
Doctor B R Ambedkar Veedhi,,primary,0.02,Short (<100km),69.68,0.9874,Good,True,TN_to_KA,No major waypoints identified,12.9832,77.5959,12.9831,77.5958,,,asphalt,,
Ali Askar Road,,primary,0.02,Short (<100km),69.68,0.9874,Good,True,TN_to_KA,No major waypoints identified,12.9829,77.5923,12.9831,77.5923,,,asphalt,,
Muthuswamy Road,,primary,0.02,Short (<100km),69.68,0.9874,Good,True,Within_TN,No major waypoints identified,13.0789,80.282,13.0791,80.2819,,,,,
Sheshadri Road,,primary,0.35,Short (<100km),69.68,0.9873,Good,True,TN_to_KA,No major waypoints identified,12.9777,77.5846,12.9795,77.5819,2.0,,concrete,,
Anna Salai (Mount Road),SHU88,primary,0.45,Short (<100km),69.68,0.9873,Good,True,Within_TN,No major waypoints identified,13.0685,80.2718,13.0717,80.2743,,,,,
