route_name,ref_number,highway_type,distance_km,distance_category,quality_score,corridor_relevance,eHDT_suitability,is_major_highway,state_classification,key_waypoints,start_lat,start_lon,end_lat,end_lon,lanes,maxspeed,surface,toll,access
NICE Expressway,,motorway,0.26,Short (<100km),78.25,0.9301,Good,True,TN_to_KA,No major waypoints identified,12.9385,77.5319,12.9406,77.533,3.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,0.41,Short (<100km),78.25,0.9298,Good,True,TN_to_KA,No major waypoints identified,12.9401,77.5329,12.9366,77.5317,3.0,80.0,asphalt,yes,yes
Electronic City Elevated Expressway,,motorway,0.05,Short (<100km),78.21,0.9284,Good,True,TN_to_KA,No major waypoints identified,12.9097,77.6274,12.9093,77.6276,2.0,60.0,asphalt,,
Electronic City Elevated Expressway,,motorway,0.04,Short (<100km),78.21,0.9283,Good,True,TN_to_KA,No major waypoints identified,12.9093,77.6275,12.9096,77.6272,2.0,40.0,asphalt,,
NICE Expressway,,motorway,0.04,Short (<100km),78.21,0.9283,Good,True,TN_to_KA,No major waypoints identified,12.9382,77.5317,12.9385,77.5319,4.0,80.0,asphalt,yes,yes
NICE Expressway,,motorway,0.18,Short (<100km),78.2,0.928,Good,True,TN_to_KA,No major waypoints identified,12.9367,77.5312,12.9382,77.5317,4.0,80.0,asphalt,yes,yes
Electronic City Elevated Expressway,,motorway,0.18,Short (<100km),78.2,0.928,Good,True,TN_to_KA,No major waypoints identified,12.9079,77.6283,12.9093,77.6275,2.0,60.0,asphalt,,
Electronic City Elevated Expressway,,motorway,0.18,Short (<100km),78.2,0.928,Good,True,TN_to_KA,No major waypoints identified,12.9093,77.6276,12.9079,77.6284,2.0,60.0,asphalt,,
NICE Expressway,,motorway,0.01,Short (<100km),78.18,0.9273,Good,True,TN_to_KA,No major waypoints identified,12.9366,77.5317,12.9365,77.5317,4.0,80.0,asphalt,yes,yes
NICE Expressway,,motorway,0.2,Short (<100km),78.18,0.9272,Good,True,TN_to_KA,No major waypoints identified,12.9365,77.5317,12.9347,77.5314,4.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,0.01,Short (<100km),78.17,0.9269,Good,True,TN_to_KA,No major waypoints identified,12.9366,77.5312,12.9367,77.5312,4.0,80.0,asphalt,yes,yes
NICE Expressway,,motorway,0.21,Short (<100km),78.17,0.9268,Good,True,TN_to_KA,No major waypoints identified,12.9347,77.5313,12.9366,77.5312,4.0,80.0,concrete,yes,yes
Electronic City Elevated Expressway,,motorway,8.27,Short (<100km),78.16,0.9264,Good,True,TN_to_KA,No major waypoints identified,12.8467,77.6699,12.9079,77.6283,2.0,60.0,asphalt,,
Electronic City Elevated Expressway,,motorway,1.93,Short (<100km),78.16,0.9264,Good,True,TN_to_KA,No major waypoints identified,12.9079,77.6284,12.893,77.6376,2.0,60.0,asphalt,,
NICE Expressway,,motorway,0.08,Short (<100km),78.15,0.926,Good,True,TN_to_KA,No major waypoints identified,12.934,77.5313,12.9347,77.5313,2.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,0.07,Short (<100km),78.14,0.9258,Good,True,TN_to_KA,No major waypoints identified,12.934,77.5314,12.9333,77.5315,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.07,Short (<100km),78.14,0.9257,Good,True,TN_to_KA,No major waypoints identified,12.9333,77.5314,12.934,77.5313,2.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,0.57,Short (<100km),78.14,0.9255,Good,True,TN_to_KA,No major waypoints identified,12.9333,77.5315,12.9282,77.5319,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.57,Short (<100km),78.13,0.9254,Good,True,TN_to_KA,No major waypoints identified,12.9282,77.5318,12.9333,77.5314,2.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,0.03,Short (<100km),78.08,0.9231,Good,True,TN_to_KA,No major waypoints identified,12.9282,77.5319,12.928,77.5319,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.03,Short (<100km),78.08,0.923,Good,True,TN_to_KA,No major waypoints identified,12.9279,77.5318,12.9282,77.5318,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,1.38,Short (<100km),78.07,0.923,Good,True,TN_to_KA,No major waypoints identified,12.928,77.5319,12.9156,77.5315,2.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,1.37,Short (<100km),78.07,0.9229,Good,True,TN_to_KA,No major waypoints identified,12.9156,77.5314,12.9279,77.5318,2.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,0.01,Short (<100km),77.89,0.9154,Good,True,TN_to_KA,No major waypoints identified,12.9156,77.5315,12.9155,77.5314,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.01,Short (<100km),77.88,0.9154,Good,True,TN_to_KA,No major waypoints identified,12.9155,77.5313,12.9156,77.5314,2.0,80.0,concrete,yes,yes
NICE Expressway,,motorway,0.82,Short (<100km),77.88,0.9153,Good,True,TN_to_KA,No major waypoints identified,12.9155,77.5314,12.9087,77.5287,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.91,Short (<100km),77.88,0.9153,Good,True,TN_to_KA,No major waypoints identified,12.908,77.5281,12.9155,77.5313,2.0,80.0,concrete,yes,yes
Goraguntepalya Flyover,,motorway,0.1,Short (<100km),77.86,0.9145,Good,True,TN_to_KA,No major waypoints identified,13.0325,77.5337,13.0321,77.5345,2.0,,asphalt,,
Goraguntepalya Flyover,,motorway,0.09,Short (<100km),77.86,0.9145,Good,True,TN_to_KA,No major waypoints identified,13.032,77.5343,13.0324,77.5336,2.0,,asphalt,,
Goraguntepalya Flyover,,motorway,4.41,Short (<100km),77.84,0.9138,Good,True,TN_to_KA,No major waypoints identified,13.0324,77.5336,13.0488,77.4969,2.0,120.0,asphalt,,
Goraguntepalya Flyover,,motorway,4.39,Short (<100km),77.84,0.9138,Good,True,TN_to_KA,No major waypoints identified,13.0489,77.4971,13.0325,77.5337,2.0,120.0,asphalt,,
Electronic City Elevated Expressway,,motorway,4.3,Short (<100km),77.75,0.9102,Good,True,TN_to_KA,No major waypoints identified,12.893,77.6376,12.8612,77.6602,2.0,60.0,asphalt,,
NICE Expressway,,motorway,0.1,Short (<100km),77.73,0.9093,Good,True,TN_to_KA,No major waypoints identified,12.9087,77.5287,12.9079,77.5282,2.0,80.0,,yes,
NICE Expressway,,motorway,0.04,Short (<100km),77.71,0.9085,Good,True,TN_to_KA,No major waypoints identified,12.9079,77.5282,12.9076,77.528,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.05,Short (<100km),77.71,0.9085,Good,True,TN_to_KA,No major waypoints identified,12.9076,77.5279,12.908,77.5281,2.0,80.0,concrete,yes,
Chennai Bypass,,motorway,0.1,Short (<100km),77.71,0.9084,Good,True,Within_TN,CHENNAI,13.1524,80.2101,13.1516,80.2098,,,,,
Chennai Bypass,,motorway,0.82,Short (<100km),77.71,0.9084,Good,True,Within_TN,CHENNAI,13.1516,80.2098,13.1472,80.2043,3.0,,asphalt,,
Chennai Bypass,,motorway,0.14,Short (<100km),77.71,0.9084,Good,True,Within_TN,CHENNAI,13.1473,80.2043,13.1477,80.2055,,,,,
Chennai Bypass,,motorway,0.67,Short (<100km),77.71,0.9084,Good,True,Within_TN,CHENNAI,13.1477,80.2055,13.1516,80.2097,3.0,40.0,asphalt,,
Chennai Bypass,,motorway,0.1,Short (<100km),77.71,0.9083,Good,True,Within_TN,CHENNAI,13.1516,80.2097,13.1524,80.21,,40.0,,,
NICE Expressway,,motorway,2.1,Short (<100km),77.7,0.9081,Good,True,TN_to_KA,No major waypoints identified,12.9076,77.528,12.8942,77.5144,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.52,Short (<100km),77.7,0.9081,Good,True,TN_to_KA,No major waypoints identified,12.9038,77.5252,12.9076,77.5279,2.0,80.0,concrete,yes,
Chennai Bypass,,motorway,0.36,Short (<100km),77.7,0.908,Good,True,Within_TN,CHENNAI,13.1525,80.2095,13.1524,80.2101,,,,,
Chennai Bypass,,motorway,0.03,Short (<100km),77.7,0.908,Good,True,Within_TN,CHENNAI,13.1472,80.2043,13.1471,80.204,3.0,,,,
Chennai Bypass,,motorway,0.03,Short (<100km),77.7,0.9079,Good,True,Within_TN,CHENNAI,13.1472,80.204,13.1473,80.2043,3.0,,,,
Chennai Bypass,,motorway,0.07,Short (<100km),77.7,0.9079,Good,True,Within_TN,CHENNAI,13.1471,80.204,13.1469,80.2034,3.0,,,,
Chennai Bypass,,motorway,0.11,Short (<100km),77.69,0.9078,Good,True,Within_TN,CHENNAI,13.1469,80.2031,13.1472,80.204,3.0,,,,
Chennai Bypass,,motorway,0.11,Short (<100km),77.69,0.9076,Good,True,Within_TN,CHENNAI,13.1469,80.2034,13.1465,80.2025,,,,,
Chennai Bypass,,motorway,0.09,Short (<100km),77.69,0.9074,Good,True,Within_TN,CHENNAI,13.1466,80.2023,13.1469,80.2031,,,,,
Chennai Bypass,,motorway,0.62,Short (<100km),77.68,0.9072,Good,True,Within_TN,CHENNAI,13.1465,80.2025,13.1437,80.1976,,,,,
Chennai Bypass,,motorway,0.58,Short (<100km),77.68,0.9071,Good,True,Within_TN,CHENNAI,13.1441,80.1978,13.1466,80.2023,,,,,
Chennai Bypass,,motorway,0.12,Short (<100km),77.64,0.9057,Good,True,Within_TN,CHENNAI,13.1437,80.1976,13.143,80.1968,,,,,
Chennai Bypass,,motorway,0.25,Short (<100km),77.64,0.9056,Good,True,Within_TN,CHENNAI,13.143,80.1968,13.1417,80.195,3.0,,,,
Chennai Bypass,,motorway,0.08,Short (<100km),77.64,0.9056,Good,True,Within_TN,CHENNAI,13.1436,80.1973,13.1441,80.1978,,,,,
Chennai Bypass,,motorway,0.33,Short (<100km),77.64,0.9055,Good,True,Within_TN,CHENNAI,13.1418,80.1949,13.1436,80.1973,3.0,,,,
Chennai Bypass,,motorway,0.03,Short (<100km),77.63,0.9051,Good,True,Within_TN,CHENNAI,13.1417,80.195,13.1416,80.1948,3.0,,,,
Chennai Bypass,,motorway,0.4,Short (<100km),77.62,0.905,Good,True,Within_TN,CHENNAI,13.1416,80.1948,13.1404,80.1913,3.0,,,,
Chennai Bypass,,motorway,0.02,Short (<100km),77.62,0.9049,Good,True,Within_TN,CHENNAI,13.1417,80.1947,13.1418,80.1949,3.0,,,,
Chennai Bypass,,motorway,0.39,Short (<100km),77.62,0.9049,Good,True,Within_TN,CHENNAI,13.1405,80.1913,13.1417,80.1947,3.0,120.0,,,
NICE Expressway,,motorway,0.02,Short (<100km),77.6,0.9039,Good,True,TN_to_KA,No major waypoints identified,12.9037,77.5251,12.9038,77.5252,2.0,80.0,asphalt,yes,
NICE Expressway,,motorway,1.56,Short (<100km),77.59,0.9038,Good,True,TN_to_KA,No major waypoints identified,12.8943,77.5143,12.9037,77.5251,2.0,80.0,concrete,yes,
Chennai Bypass,,motorway,0.02,Short (<100km),77.58,0.9032,Good,True,Within_TN,CHENNAI,13.1404,80.1913,13.1403,80.1911,3.0,,,,
Chennai Bypass,,motorway,0.02,Short (<100km),77.58,0.9031,Good,True,Within_TN,CHENNAI,13.1405,80.1911,13.1405,80.1913,3.0,,,,
Chennai Bypass,,motorway,1.53,Short (<100km),77.58,0.9031,Good,True,Within_TN,CHENNAI,13.1403,80.1911,13.137,80.1779,3.0,120.0,,,
Chennai Bypass,,motorway,1.52,Short (<100km),77.58,0.903,Good,True,Within_TN,CHENNAI,13.1371,80.1779,13.1405,80.1911,3.0,,,,
Chennai Bypass,,motorway,0.07,Short (<100km),77.38,0.8951,Good,True,Within_TN,CHENNAI,13.137,80.1779,13.1371,80.1772,,,,,
Chennai Bypass,,motorway,0.06,Short (<100km),77.38,0.8951,Good,True,Within_TN,CHENNAI,13.1372,80.1774,13.1371,80.1779,,,,,
Chennai Bypass,,motorway,0.02,Short (<100km),77.37,0.8946,Good,True,Within_TN,CHENNAI,13.1372,80.1772,13.1372,80.1774,,,,,
Chennai Bypass,,motorway,0.02,Short (<100km),77.36,0.8946,Good,True,Within_TN,CHENNAI,13.1371,80.1772,13.1371,80.1771,,,,,
Chennai Bypass,,motorway,0.12,Short (<100km),77.36,0.8945,Good,True,Within_TN,CHENNAI,13.1372,80.1761,13.1372,80.1772,,,,,
Chennai Bypass,,motorway,0.1,Short (<100km),77.36,0.8944,Good,True,Within_TN,CHENNAI,13.1371,80.1771,13.137,80.1761,,,,,
Chennai Bypass Expressway,,motorway,2.6,Short (<100km),77.35,0.8939,Good,True,Within_TN,CHENNAI,13.0877,80.1614,13.0643,80.1611,3.0,120.0,asphalt,,
Chennai Bypass Expressway,,motorway,2.93,Short (<100km),77.35,0.8939,Good,True,Within_TN,CHENNAI,13.114,80.1641,13.0877,80.1614,3.0,,asphalt,,
Chennai Bypass,,motorway,0.74,Short (<100km),77.34,0.8938,Good,True,Within_TN,CHENNAI,13.137,80.1761,13.1323,80.1716,,,,,
Chennai Bypass Expressway,,motorway,2.6,Short (<100km),77.34,0.8937,Good,True,Within_TN,CHENNAI,13.0642,80.161,13.0877,80.1612,3.0,,asphalt,,
Chennai Bypass Expressway,,motorway,2.93,Short (<100km),77.34,0.8937,Good,True,Within_TN,CHENNAI,13.0877,80.1612,13.114,80.1639,3.0,120.0,asphalt,,
Chennai Bypass,,motorway,0.76,Short (<100km),77.34,0.8937,Good,True,Within_TN,CHENNAI,13.1323,80.1714,13.1372,80.1761,,,,,
Maduravoyal Interchange,,motorway,0.38,Short (<100km),77.31,0.8924,Good,True,Within_TN,No major waypoints identified,13.0643,80.1611,13.0608,80.1612,3.0,120.0,asphalt,,
Chennai Bypass,,motorway,0.04,Short (<100km),77.31,0.8924,Good,True,Within_TN,CHENNAI,13.1323,80.1716,13.132,80.1715,,,,,
Chennai Bypass,,motorway,1.71,Short (<100km),77.31,0.8924,Good,True,Within_TN,CHENNAI,13.132,80.1715,13.118,80.1647,,70.0,,,
Pattaravakkam Bridge,,motorway,0.45,Short (<100km),77.31,0.8923,Good,True,Within_TN,No major waypoints identified,13.118,80.1647,13.114,80.1641,,,,,
Maduravoyal Interchange,,motorway,0.15,Short (<100km),77.31,0.8923,Good,True,Within_TN,No major waypoints identified,13.0629,80.161,13.0642,80.161,3.0,,asphalt,,
Chennai Bypass,,motorway,0.04,Short (<100km),77.3,0.8922,Good,True,Within_TN,CHENNAI,13.132,80.1712,13.1323,80.1714,,,,,
Chennai Bypass,,motorway,1.71,Short (<100km),77.3,0.8922,Good,True,Within_TN,CHENNAI,13.1181,80.1644,13.132,80.1712,,,,,
Pattaravakkam Bridge,,motorway,0.46,Short (<100km),77.3,0.8921,Good,True,Within_TN,No major waypoints identified,13.114,80.1639,13.1181,80.1644,,,,,
Maduravoyal Interchange,,motorway,0.3,Short (<100km),77.3,0.8921,Good,True,Within_TN,No major waypoints identified,13.0602,80.161,13.0629,80.161,3.0,,asphalt,,
Maduravoyal Interchange,,motorway,0.06,Short (<100km),77.3,0.8919,Good,True,Within_TN,No major waypoints identified,13.0608,80.1612,13.0602,80.1611,3.0,,asphalt,,
Chennai Bypass Expressway,,motorway,1.07,Short (<100km),77.29,0.8917,Good,True,Within_TN,CHENNAI,13.0602,80.1611,13.0535,80.1547,3.0,,asphalt,,
Chennai Bypass Expressway,,motorway,1.05,Short (<100km),77.29,0.8916,Good,True,Within_TN,CHENNAI,13.0536,80.1546,13.0602,80.161,3.0,,asphalt,,
NICE Expressway,,motorway,0.02,Short (<100km),77.28,0.8912,Good,True,TN_to_KA,No major waypoints identified,12.8942,77.5142,12.8943,77.5143,2.0,80.0,asphalt,yes,
NICE Expressway,,motorway,0.02,Short (<100km),77.28,0.8912,Good,True,TN_to_KA,No major waypoints identified,12.8942,77.5144,12.8941,77.5142,2.0,80.0,,yes,
NICE Expressway,,motorway,0.09,Short (<100km),77.28,0.8911,Good,True,TN_to_KA,No major waypoints identified,12.8936,77.5136,12.8942,77.5142,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.09,Short (<100km),77.28,0.891,Good,True,TN_to_KA,No major waypoints identified,12.8941,77.5142,12.8935,77.5137,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.12,Short (<100km),77.27,0.8908,Good,True,TN_to_KA,No major waypoints identified,12.8661,77.6291,12.8664,77.6302,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.42,Short (<100km),77.27,0.8908,Good,True,TN_to_KA,No major waypoints identified,12.8664,77.6302,12.867,77.634,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.01,Short (<100km),77.27,0.8908,Good,True,TN_to_KA,No major waypoints identified,12.866,77.629,12.8661,77.6291,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,2.86,Short (<100km),77.27,0.8908,Good,True,TN_to_KA,No major waypoints identified,12.8542,77.606,12.866,77.629,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.11,Short (<100km),77.27,0.8906,Good,True,TN_to_KA,No major waypoints identified,12.8662,77.6302,12.8659,77.6292,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.42,Short (<100km),77.27,0.8906,Good,True,TN_to_KA,No major waypoints identified,12.8668,77.634,12.8662,77.6302,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.01,Short (<100km),77.27,0.8906,Good,True,TN_to_KA,No major waypoints identified,12.8659,77.6292,12.8659,77.6291,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,1.09,Short (<100km),77.27,0.8906,Good,True,TN_to_KA,No major waypoints identified,12.8659,77.6291,12.8608,77.6205,2.0,80.0,asphalt,yes,
NICE Expressway,,motorway,0.03,Short (<100km),77.26,0.8903,Good,True,TN_to_KA,No major waypoints identified,12.8934,77.5134,12.8936,77.5136,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.03,Short (<100km),77.26,0.8903,Good,True,TN_to_KA,No major waypoints identified,12.8935,77.5137,12.8933,77.5135,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.04,Short (<100km),77.25,0.8902,Good,True,TN_to_KA,No major waypoints identified,12.867,77.634,12.867,77.6344,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,2.35,Short (<100km),77.25,0.8901,Good,True,TN_to_KA,No major waypoints identified,12.867,77.6344,12.8596,77.6545,2.0,80.0,asphalt,yes,
NICE Expressway,,motorway,1.65,Short (<100km),77.25,0.8901,Good,True,TN_to_KA,No major waypoints identified,12.8933,77.5135,12.8842,77.5019,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,1.12,Short (<100km),77.25,0.8901,Good,True,TN_to_KA,No major waypoints identified,12.8865,77.5061,12.8934,77.5134,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.04,Short (<100km),77.25,0.89,Good,True,TN_to_KA,No major waypoints identified,12.8668,77.6344,12.8668,77.634,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,2.29,Short (<100km),77.25,0.8899,Good,True,TN_to_KA,No major waypoints identified,12.8597,77.6539,12.8668,77.6344,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,1.77,Short (<100km),77.21,0.8883,Good,True,TN_to_KA,No major waypoints identified,12.8608,77.6205,12.8541,77.6061,2.0,80.0,concrete,yes,
Chennai Bypass Expressway,,motorway,0.05,Short (<100km),77.13,0.885,Good,True,Within_TN,CHENNAI,13.0535,80.1547,13.0533,80.1543,,,,,
Chennai Bypass Expressway,,motorway,0.04,Short (<100km),77.12,0.885,Good,True,Within_TN,CHENNAI,13.0534,80.1543,13.0536,80.1546,,,,,
Chennai Bypass Expressway,,motorway,2.13,Short (<100km),77.12,0.8847,Good,True,Within_TN,CHENNAI,13.0364,80.1491,13.0534,80.1543,3.0,120.0,asphalt,,
Chennai Bypass Expressway,,motorway,2.11,Short (<100km),77.12,0.8847,Good,True,Within_TN,CHENNAI,13.0533,80.1543,13.0364,80.1493,3.0,,asphalt,,
NICE Peripheral Ring Road,,motorway,0.01,Short (<100km),77.11,0.8846,Good,True,TN_to_KA,No major waypoints identified,12.8542,77.6059,12.8542,77.606,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.65,Short (<100km),77.11,0.8846,Good,True,TN_to_KA,No major waypoints identified,12.8537,77.5999,12.8542,77.6059,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.01,Short (<100km),77.11,0.8845,Good,True,TN_to_KA,No major waypoints identified,12.8537,77.5998,12.8537,77.5999,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.96,Short (<100km),77.11,0.8845,Good,True,TN_to_KA,No major waypoints identified,12.8511,77.5918,12.8537,77.5998,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.01,Short (<100km),77.11,0.8845,Good,True,TN_to_KA,No major waypoints identified,12.8541,77.6061,12.854,77.6059,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.65,Short (<100km),77.11,0.8844,Good,True,TN_to_KA,No major waypoints identified,12.854,77.6059,12.8535,77.5999,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.01,Short (<100km),77.11,0.8843,Good,True,TN_to_KA,No major waypoints identified,12.8535,77.5999,12.8535,77.5999,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.31,Short (<100km),77.11,0.8843,Good,True,TN_to_KA,No major waypoints identified,12.8535,77.5999,12.8534,77.597,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.01,Short (<100km),77.11,0.8843,Good,True,TN_to_KA,No major waypoints identified,12.8534,77.597,12.8534,77.597,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.5,Short (<100km),77.11,0.8843,Good,True,TN_to_KA,No major waypoints identified,12.8534,77.597,12.8518,77.5928,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.06,Short (<100km),77.07,0.883,Good,True,TN_to_KA,No major waypoints identified,12.8518,77.5928,12.8515,77.5924,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.45,Short (<100km),77.07,0.8827,Good,True,TN_to_KA,No major waypoints identified,12.8515,77.5924,12.8499,77.5887,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.37,Short (<100km),77.06,0.8824,Good,True,TN_to_KA,No major waypoints identified,12.8501,77.5887,12.8511,77.5918,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.08,Short (<100km),77.05,0.8819,Good,True,TN_to_KA,No major waypoints identified,12.9975,77.474,12.9968,77.4738,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.4,Short (<100km),77.05,0.8819,Good,True,TN_to_KA,No major waypoints identified,12.9968,77.4738,12.9933,77.4731,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.05,Short (<100km),77.05,0.8819,Good,True,TN_to_KA,No major waypoints identified,12.9933,77.4731,12.9928,77.473,3.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.16,Short (<100km),77.05,0.8819,Good,True,TN_to_KA,No major waypoints identified,12.9928,77.473,12.9914,77.4727,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,2.06,Short (<100km),77.05,0.8819,Good,True,TN_to_KA,No major waypoints identified,13.016,77.4762,12.9975,77.474,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,1.8,Short (<100km),77.05,0.8818,Good,True,TN_to_KA,No major waypoints identified,12.9622,77.4715,12.9461,77.4701,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,2.94,Short (<100km),77.05,0.8818,Good,True,TN_to_KA,No major waypoints identified,12.9886,77.4721,12.9622,77.4715,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.08,Short (<100km),77.05,0.8818,Good,True,TN_to_KA,No major waypoints identified,12.9914,77.4727,12.9907,77.4726,3.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.17,Short (<100km),77.04,0.8818,Good,True,TN_to_KA,No major waypoints identified,12.9907,77.4726,12.9892,77.4723,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.08,Short (<100km),77.04,0.8817,Good,True,TN_to_KA,No major waypoints identified,12.9968,77.4737,12.9975,77.4738,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.85,Short (<100km),77.04,0.8817,Good,True,TN_to_KA,No major waypoints identified,12.9893,77.4721,12.9968,77.4737,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.07,Short (<100km),77.04,0.8817,Good,True,TN_to_KA,No major waypoints identified,12.9892,77.4723,12.9886,77.4721,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,2.06,Short (<100km),77.04,0.8817,Good,True,TN_to_KA,No major waypoints identified,12.9975,77.4738,13.016,77.476,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.07,Short (<100km),77.04,0.8816,Good,True,TN_to_KA,No major waypoints identified,12.9887,77.472,12.9893,77.4721,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,4.75,Short (<100km),77.04,0.8816,Good,True,TN_to_KA,No major waypoints identified,12.946,77.4699,12.9887,77.472,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.08,Short (<100km),77.04,0.8814,Good,True,TN_to_KA,No major waypoints identified,12.8862,77.5054,12.8865,77.5061,3.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.08,Short (<100km),77.04,0.8814,Good,True,TN_to_KA,No major waypoints identified,12.8502,77.5879,12.8501,77.5887,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.59,Short (<100km),77.04,0.8814,Good,True,TN_to_KA,No major waypoints identified,12.8505,77.5825,12.8502,77.5879,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,4.52,Short (<100km),77.03,0.8814,Good,True,TN_to_KA,No major waypoints identified,12.8536,77.5419,12.8505,77.5825,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,0.17,Short (<100km),77.03,0.8813,Good,True,TN_to_KA,No major waypoints identified,12.85,77.5879,12.8501,77.5863,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.29,Short (<100km),77.03,0.8813,Good,True,TN_to_KA,No major waypoints identified,12.8501,77.5863,12.8503,77.5837,2.0,80.0,concrete,yes,
NICE Peripheral Ring Road,,motorway,0.08,Short (<100km),77.03,0.8813,Good,True,TN_to_KA,No major waypoints identified,12.8499,77.5887,12.85,77.5879,2.0,80.0,asphalt,yes,
NICE Peripheral Ring Road,,motorway,4.62,Short (<100km),77.03,0.8813,Good,True,TN_to_KA,No major waypoints identified,12.8503,77.5837,12.8533,77.5421,2.0,80.0,concrete,yes,
NICE Expressway,,motorway,0.45,Short (<100km),77.02,0.8809,Good,True,TN_to_KA,No major waypoints identified,12.8843,77.5018,12.8862,77.5054,2.0,80.0,concrete,yes,
Goraguntepalya Flyover,,motorway,0.01,Short (<100km),77.01,0.8803,Good,True,TN_to_KA,No major waypoints identified,13.0489,77.497,13.0489,77.4971,2.0,,asphalt,,
Bangalore - Nelamangala Expressway,NH48;NH75,motorway,0.97,Short (<100km),77.0,0.8802,Good,True,TN_to_KA,BANGALORE,13.0519,77.4886,13.0489,77.497,3.0,80.0,asphalt,,
Goraguntepalya Flyover,,motorway,0.03,Short (<100km),77.0,0.8802,Good,True,TN_to_KA,No major waypoints identified,13.0488,77.4969,13.0489,77.4966,2.0,,asphalt,,
